article_number,article_label,article_url,image_number,image_role,block_index,gallery_index,image_id,page_variant_url,orig_url,file_path,orig_format,orig_width,orig_height,actual_format,actual_width,actual_height,byte_size,sha256,download_status,exception_note,duplicate_of,primary_class,scene_tags,scene_description,motion_cues,risk_notes
03,ZOV — Решения для кухни,https://zovofficial.promo.page/media/5-reshenii-dlia-kuhni-kotoraia-raduet-kajdyi-den-68c2d0acf583c90deb8abb8e_0_0,04,article_image,16,,689991d79569be5b2e6d5431,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_68999124b34b9e1b90e5b8c3_689991d79569be5b2e6d5431/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_68999124b34b9e1b90e5b8c3_689991d79569be5b2e6d5431/orig,articles/03-zov-resheniia-dlia-kuhni/04.jpeg,JPEG,1600,1086,JPEG,1600,1086,114545,c13813ec474ae8df84d53834212d3d6e3d90ba5b28990fe0867aa28c7bcb2c24,ok,,,interior,medium_shot; kitchen_cabinet; static; product_render; open_door; dish_racks; plates; cups; glassware; hinges,"В сером нижнем кухонном шкафу открыта правая дверца, за которой видны две металлические сушилки с тарелками, чашками, стаканами и бутылкой.","Камера медленно приближается, а блики на стекле и металлических рейках слегка смещаются; дверца и посуда неподвижны.","Параллельные рейки сушилок, тонкие тарелки и стаканы, точная геометрия дверцы и петель, симметрия соседних фасадов и маленький светильник у нижнего края."
03,ZOV — Решения для кухни,https://zovofficial.promo.page/media/5-reshenii-dlia-kuhni-kotoraia-raduet-kajdyi-den-68c2d0acf583c90deb8abb8e_0_0,05,article_image,22,,689991f5c510e150cd6342af,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_68999124b34b9e1b90e5b8c3_689991f5c510e150cd6342af/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_68999124b34b9e1b90e5b8c3_689991f5c510e150cd6342af/orig,articles/03-zov-resheniia-dlia-kuhni/05.jpeg,JPEG,1600,1280,JPEG,1600,1280,110420,d8e53fc1d00adccb9532f428dc2bbeb94959f6d59c964fa9224ce50f92dece5e,ok,,,interior,medium_wide; kitchen_cabinet; static; product_render; pull_out_storage; open_door; jars; cookware; stacked_plates; mechanism,"Из серого углового кухонного гарнитура выдвинуты две деревянно-металлические корзины с банками и кастрюлей, рядом распахнута высокая дверца.",Уместен короткий боковой дрейф камеры с небольшим параллаксом и мягким изменением металлических бликов; механизм остаётся зафиксированным.,"Точная геометрия выдвижного механизма, направляющих, корзин и открытой дверцы, прозрачные банки с замками, ручки кастрюли и повторяющиеся стопки тарелок."
04,Graceface — Антивозрастная сыворотка,https://graceface.promo.page/media/nashla-luchshuiu-antivozrastnuiu-syvorotku-za-smeshnye-dengi-682b55d20cfd5f4e6d52b586_0_0,01,cover,,,682b5658b77fff5a9c53238a,https://avatars.mds.yandex.net/get-promoarticles/5485055/pub_682b55d20cfd5f4e6d52b586_682b5658b77fff5a9c53238a/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5485055/pub_682b55d20cfd5f4e6d52b586_682b5658b77fff5a9c53238a/orig,articles/04-graceface-antivozrastnaia-syvorotka/01.png,PNG,1280,800,PNG,1280,800,1810909,570d2d99f5b5402716db8445f5d22cba712c0ef2a78316b15cb93e8da56c6e7a,ok,,,portrait_closeup,extreme_close_up; studio; static; mature_woman; partial_face; blue_eye; skin_texture; eyelashes,Крупнейшим планом показана область голубого глаза и щеки женщины с отчётливо видимой зрелой текстурой кожи.,Глаз один раз естественно моргает и затем слегка меняет направление взгляда; остальная часть кадра почти неподвижна.,"Анатомия одного крупного глаза, радужка, ресницы и веко, реалистичные поры и морщины, жёстко обрезанные нос и лицо."
04,Graceface — Антивозрастная сыворотка,https://graceface.promo.page/media/nashla-luchshuiu-antivozrastnuiu-syvorotku-za-smeshnye-dengi-682b55d20cfd5f4e6d52b586_0_0,02,article_image,1,,682b5658b77fff5a9c53238a,https://avatars.mds.yandex.net/get-promoarticles/5485055/pub_682b55d20cfd5f4e6d52b586_682b5658b77fff5a9c53238a/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5485055/pub_682b55d20cfd5f4e6d52b586_682b5658b77fff5a9c53238a/orig,articles/04-graceface-antivozrastnaia-syvorotka/02.png,PNG,1280,800,PNG,1280,800,1810909,570d2d99f5b5402716db8445f5d22cba712c0ef2a78316b15cb93e8da56c6e7a,ok,,04/01,portrait_closeup,extreme_close_up; studio; static; mature_woman; partial_face; blue_eye; skin_texture; eyelashes,Крупнейшим планом показана область голубого глаза и щеки женщины с отчётливо видимой зрелой текстурой кожи.,Глаз один раз естественно моргает и затем слегка меняет направление взгляда; остальная часть кадра почти неподвижна.,"Анатомия одного крупного глаза, радужка, ресницы и веко, реалистичные поры и морщины, жёстко обрезанные нос и лицо."
04,Graceface — Антивозрастная сыворотка,https://graceface.promo.page/media/nashla-luchshuiu-antivozrastnuiu-syvorotku-za-smeshnye-dengi-682b55d20cfd5f4e6d52b586_0_0,03,article_image,5,,682b56702a6b25382d286122,https://avatars.mds.yandex.net/get-promoarticles/5485055/pub_682b55d20cfd5f4e6d52b586_682b56702a6b25382d286122/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5485055/pub_682b55d20cfd5f4e6d52b586_682b56702a6b25382d286122/orig,articles/04-graceface-antivozrastnaia-syvorotka/03.png,PNG,1280,800,PNG,1280,800,1738926,0bf4eb79ddca3f760f4c1e887648b5967f0f863c955eb7b6f461949337892a2e,ok,,,portrait_closeup,medium_close_up; home_interior; dynamic; mature_woman; mirror; cheek_touch; concerned_expression; face; hands,Светловолосая женщина тревожно рассматривает щёку в ручном круглом зеркале и касается кожи пальцами другой руки.,"Она один раз моргает, чуть переводит взгляд по щеке и мягко проводит кончиками пальцев по коже.","Лицо и выражение тревоги, обе кисти и пальцы, круглая геометрия зеркала, его отражающая поверхность, волосы и тонкие морщины."
04,Graceface — Антивозрастная сыворотка,https://graceface.promo.page/media/nashla-luchshuiu-antivozrastnuiu-syvorotku-za-smeshnye-dengi-682b55d20cfd5f4e6d52b586_0_0,04,article_image,10,,682b568a08b7361e68ea14ed,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_682b55d20cfd5f4e6d52b586_682b568a08b7361e68ea14ed/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_682b55d20cfd5f4e6d52b586_682b568a08b7361e68ea14ed/orig,articles/04-graceface-antivozrastnaia-syvorotka/04.png,PNG,1280,800,PNG,1280,800,2083404,6b05d07d251aa108f07ea3cd3035db80620d30fe60ca44fbca0cc5ec5bd4d99a,ok,,,portrait_closeup,extreme_close_up; studio; static; partial_face; cheek; lips; dry_peeling_skin; pores; skin_texture,"Макрокадр нижней части лица показывает сухую щёку с шелушащимися белыми участками, поры, нос и губы.",Почти полностью статичный макрокадр с очень медленным приближением и едва заметным изменением блика на коже.,"Высокочастотная текстура пор и шелушения, нерегулярные края сухих участков, анатомия губ и носа, жёсткая обрезка лица."
04,Graceface — Антивозрастная сыворотка,https://graceface.promo.page/media/nashla-luchshuiu-antivozrastnuiu-syvorotku-za-smeshnye-dengi-682b55d20cfd5f4e6d52b586_0_0,05,article_image,16,,682b56a20cfd5f4e6d52c3a1,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_682b55d20cfd5f4e6d52b586_682b56a20cfd5f4e6d52c3a1/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_682b55d20cfd5f4e6d52b586_682b56a20cfd5f4e6d52c3a1/orig,articles/04-graceface-antivozrastnaia-syvorotka/05.png,PNG,1280,800,PNG,1280,800,520650,d8f32e5b4953b00d118abfe53468b4359ba56dd31d2aa69b935c10d76f310835,ok,,,product_still_life,medium_close_up; studio; static; serum_bottle; dropper; liquid_drop; truffles; printed_label; reflective_metal,"Открытый флакон сыворотки Graceface стоит рядом с двумя кусочками трюфеля, а над ними наклонена пипетка с прозрачной каплей.","Капля на конце пипетки медленно вытягивается и отделяется, после чего блик на золотистой крышке слегка смещается.","Читаемая этикетка и логотип, точная форма флакона и резьбы, тонкая стеклянная пипетка, физика маленькой капли, зеркальный металл и фактура трюфеля."
04,Graceface — Антивозрастная сыворотка,https://graceface.promo.page/media/nashla-luchshuiu-antivozrastnuiu-syvorotku-za-smeshnye-dengi-682b55d20cfd5f4e6d52b586_0_0,06,article_image,22,,682b56b608b7361e68ea1750,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_682b55d20cfd5f4e6d52b586_682b56b608b7361e68ea1750/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_682b55d20cfd5f4e6d52b586_682b56b608b7361e68ea1750/orig,articles/04-graceface-antivozrastnaia-syvorotka/06.png,PNG,1280,800,PNG,1280,800,834858,d6ef4f3a192b434ce787ab4373cd37a82f316a4ff7d6317ace13ac3afdfe336c,ok,,,product_still_life,close_up; overhead_flat_lay; studio; static; serum_bottles; gel_drops; cropped_product; printed_label; reflective_metal,"На белом фоне лежат флакон сыворотки Graceface и частично обрезанный второй флакон, окружённые тремя прозрачными каплями геля.",Очень медленный наезд сверху и мягкое скольжение бликов по золотистым крышкам и прозрачным каплям; сами предметы не двигаются.,"Читаемый бренд и мелкий текст этикетки, частично обрезанный второй флакон, идеально круглые вязкие капли, стекло, тени и зеркальные золотые поверхности."
04,Graceface — Антивозрастная сыворотка,https://graceface.promo.page/media/nashla-luchshuiu-antivozrastnuiu-syvorotku-za-smeshnye-dengi-682b55d20cfd5f4e6d52b586_0_0,07,article_image,27,,682b56cc3cb59b75d1790fbb,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_682b55d20cfd5f4e6d52b586_682b56cc3cb59b75d1790fbb/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_682b55d20cfd5f4e6d52b586_682b56cc3cb59b75d1790fbb/orig,articles/04-graceface-antivozrastnaia-syvorotka/07.png,PNG,1280,800,PNG,1280,800,850720,b2111b04e11eed214f5a4f58e073936c7386a1b7f3ec952ae1bd31a004d31f4c,ok,,,portrait_closeup,medium_close_up; studio; static; woman; beauty_portrait; direct_gaze; serum_bottle; hand; printed_label,Темнокожая модель смотрит прямо в камеру и держит флакон сыворотки Graceface возле правой щеки на нейтральном фоне.,"Модель один раз моргает и едва поворачивает флакон этикеткой к камере, сохраняя спокойную позу.","Лицо, глаза и линия волос, кисть и пальцы вокруг маленького флакона, читаемая этикетка, стекло и золотистая отражающая крышка."
04,Graceface — Антивозрастная сыворотка,https://graceface.promo.page/media/nashla-luchshuiu-antivozrastnuiu-syvorotku-za-smeshnye-dengi-682b55d20cfd5f4e6d52b586_0_0,08,article_image,31,,682b56df2a6b25382d28679f,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_682b55d20cfd5f4e6d52b586_682b56df2a6b25382d28679f/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_682b55d20cfd5f4e6d52b586_682b56df2a6b25382d28679f/orig,articles/04-graceface-antivozrastnaia-syvorotka/08.png,PNG,1280,800,PNG,1280,800,2238480,b52abf448b0ffe1de03822f55a68aa0100f6a236b46c9601f09af17295234fa3,ok,,,food,close_up; tabletop; static; truffles; truffle_slicer; fabric_background; shallow_depth_of_field; ingredient_still_life,Несколько целых и разрезанных трюфелей лежат на льняной ткани рядом с металлической тёркой-слайсером с деревянной ручкой.,"Короткий медленный боковой проезд камеры; на металлическом лезвии меняется блик, а продукты остаются неподвижными.","Нерегулярная бугристая фактура трюфелей и рисунок среза, острая геометрия металлического слайсера, заклёпки, деревянная ручка и малая глубина резкости."
05,Пятёрочка — Жалоба на магазин,https://5ka.promo.page/zabota/vot-chto-budet-esli-pojalovatsia-na-magazin-piaterochka-68aaa2155c24bb23a680ea99_0_0,01,cover,,,68aaa27f3c736c4a65ce4940,https://avatars.mds.yandex.net/get-promoarticles/5400274/pub_68aaa2155c24bb23a680ea99_68aaa27f3c736c4a65ce4940/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5400274/pub_68aaa2155c24bb23a680ea99_68aaa27f3c736c4a65ce4940/orig,articles/05-5ka-zhaloba-na-magazin/01.jpeg,JPEG,2047,1365,JPEG,2047,1365,1038087,227d8ba385c3dc3c7a4cfc9971f45b8069319be49624dceadaf141e470f19479,ok,,,people_action,wide_shot; grocery_store; dynamic; shopper; refrigerated_display; shopping_cart; smartphone; packaged_goods; price_labels; glass_reflections,Покупательница у длинной холодильной витрины держит упаковку над корзиной в тележке и сверяется со смартфоном.,Она переводит взгляд с экрана на упаковку и аккуратно опускает товар в корзину; тележка едва качается.,"Лицо и обе руки, смартфон и упаковка, геометрия тележки и витрин, сотни ценников и этикеток, стеклянные отражения и повторяющиеся товары."
05,Пятёрочка — Жалоба на магазин,https://5ka.promo.page/zabota/vot-chto-budet-esli-pojalovatsia-na-magazin-piaterochka-68aaa2155c24bb23a680ea99_0_0,02,article_image,5,,68aaa2ee23de5734118ce553,https://avatars.mds.yandex.net/get-promoarticles/5485055/pub_68aaa2155c24bb23a680ea99_68aaa2ee23de5734118ce553/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5485055/pub_68aaa2155c24bb23a680ea99_68aaa2ee23de5734118ce553/orig,articles/05-5ka-zhaloba-na-magazin/02.jpeg,JPEG,2560,1706,JPEG,2560,1706,1387421,165bc06c92906bc63310b4cfa99887879badc03b7afc27ccb1dc060d8e74d072,ok,,,people_action,wide_shot; grocery_store; dynamic; older_couple; refrigerated_display; shopping_cart; dairy_shelves; price_labels; glass_reflections,Пожилая пара с наполненной тележкой рассматривает сыры и молочные продукты за стеклом холодильной витрины.,"Женщина делает небольшой шаг ближе к полке, а мужчина слегка подкатывает тележку следом и оба продолжают смотреть на товары.","Два лица и руки, колёса и металлическая решётка тележки, множество упаковок и ценников, отражения людей в стекле, прямые линии холодильников."
05,Пятёрочка — Жалоба на магазин,https://5ka.promo.page/zabota/vot-chto-budet-esli-pojalovatsia-na-magazin-piaterochka-68aaa2155c24bb23a680ea99_0_0,03,article_image,11,,68aaa3135c24bb23a680edf5,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_68aaa2155c24bb23a680ea99_68aaa3135c24bb23a680edf5/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_68aaa2155c24bb23a680ea99_68aaa3135c24bb23a680edf5/orig,articles/05-5ka-zhaloba-na-magazin/03.jpeg,JPEG,2560,1706,JPEG,2560,1706,1496632,01536ddacc8ead212ceb7fa78ff9de2939dd497b8f763fc0f4afe1ece95345c0,ok,,,people_action,wide_shot; grocery_store; dynamic; two_employees; inventory_discussion; clipboard; pen; hand_gesture; branded_uniform; product_shelves,"Две сотрудницы в зелёной форме обсуждают выкладку молочных товаров: одна показывает на полку, другая держит планшет и ручку.","Первая сотрудница завершает указательный жест к полке, вторая делает одну короткую запись на планшете и поднимает взгляд.","Два лица, сложные жесты рук и пальцев, тонкая ручка, планшет, логотипы на форме, тележка, множество упаковок, ценников и кириллических надписей."
05,Пятёрочка — Жалоба на магазин,https://5ka.promo.page/zabota/vot-chto-budet-esli-pojalovatsia-na-magazin-piaterochka-68aaa2155c24bb23a680ea99_0_0,04,article_image,18,,68aaa340d2f9953ba348bdc9,https://avatars.mds.yandex.net/get-promoarticles/5485055/pub_68aaa2155c24bb23a680ea99_68aaa340d2f9953ba348bdc9/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5485055/pub_68aaa2155c24bb23a680ea99_68aaa340d2f9953ba348bdc9/orig,articles/05-5ka-zhaloba-na-magazin/04.jpeg,JPEG,2560,1706,JPEG,2560,1706,800882,c00db4cd754acf0acecabb3d33e8da87b91fc3ee99ea17199f852d96468a2a58,ok,,,people_action,medium_shot; grocery_store; dynamic; employee; shelf_check; handheld_scanner; branded_uniform; oil_bottles; price_labels; shallow_depth_of_field,Сотрудница магазина в серой жилетке проверяет ручным сканером ряд бутылок растительного масла на полке.,"Она плавно проводит сканером вдоль одного ценника и затем немного опускает устройство, сохраняя взгляд на полке.","Лицо в очках, кисть и пальцы вокруг сканера, фирменный логотип, геометрия устройства и стеллажа, повторяющиеся бутылки и этикетки, сильный передний расфокус."
