article_number,article_label,article_url,image_number,image_role,block_index,gallery_index,image_id,page_variant_url,orig_url,file_path,orig_format,orig_width,orig_height,actual_format,actual_width,actual_height,byte_size,sha256,download_status,exception_note,duplicate_of,primary_class,graphic_kind,graphic_kinds,scene_tags,scene_description,motion_cues,risk_notes
03,Level Group — Топ-6 нестандартных планировок,https://level-group.promo.page/media/top6-nestandartnyh-planirovok-kvartir-ot-level-group-69ef21df12346c2fdfdffee5_0_0,07,gallery_image,31,1,69d4ab1ac2758d0c71ab1064,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_69d4aaf3b4df0f51975be64b_69d4ab1ac2758d0c71ab1064/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_69d4aaf3b4df0f51975be64b_69d4ab1ac2758d0c71ab1064/orig,PROMOPAGES-10060/articles/03-level-nestandartnye-planirovki/07.jpeg,JPEG,1600,1205,JPEG,1600,1205,276218,01daf0c406d0223f69d644c604207a98ced8562853a891ef69f6d17960d795d1,ok,,,,,,,,,
03,Level Group — Топ-6 нестандартных планировок,https://level-group.promo.page/media/top6-nestandartnyh-planirovok-kvartir-ot-level-group-69ef21df12346c2fdfdffee5_0_0,08,gallery_image,31,2,69d4ab1b0b31d967ee8d8bf6,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_69d4aaf3b4df0f51975be64b_69d4ab1b0b31d967ee8d8bf6/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_69d4aaf3b4df0f51975be64b_69d4ab1b0b31d967ee8d8bf6/orig,PROMOPAGES-10060/articles/03-level-nestandartnye-planirovki/08.jpeg,JPEG,1600,1200,JPEG,1600,1200,346814,dae066652e655f7ba57f1c4b32f6cb1fa564198e8eac653648e70b06854cd710,ok,,,,,,,,,
03,Level Group — Топ-6 нестандартных планировок,https://level-group.promo.page/media/top6-nestandartnyh-planirovok-kvartir-ot-level-group-69ef21df12346c2fdfdffee5_0_0,09,article_image,38,,69d4ab1bb4df0f51975bea82,https://avatars.mds.yandex.net/get-promoarticles/5400274/pub_69d4aaf3b4df0f51975be64b_69d4ab1bb4df0f51975bea82/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5400274/pub_69d4aaf3b4df0f51975be64b_69d4ab1bb4df0f51975bea82/orig,PROMOPAGES-10060/articles/03-level-nestandartnye-planirovki/09.png,PNG,1192,798,PNG,1192,798,143585,afe330d31feb4acefa159dd8c06146f346af31f13f4014813375e12dbb47cd7f,ok,,,,,,,,,
04,Level Group — Стоит ли покупать квартиру сейчас,https://level-group.promo.page/media/stoit-li-pokupat-kvartiru-seichas-mnenie-ekspertov-69ef21df12346c2fdfdffecf_0_0,01,cover,,,68e3c8f78525275a1e3fe738,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_68e3beeb4b9a6709c589f56b_68e3c8f78525275a1e3fe738/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_68e3beeb4b9a6709c589f56b_68e3c8f78525275a1e3fe738/orig,PROMOPAGES-10060/articles/04-level-pokupat-kvartiru-seichas/01.jpeg,JPEG,1080,1080,JPEG,1080,1080,182720,9ddb81151d62d69f921a1383c100cfd45a843e6ff2f839a029246cf8db4f47ae,ok,,,,,,,,,
04,Level Group — Стоит ли покупать квартиру сейчас,https://level-group.promo.page/media/stoit-li-pokupat-kvartiru-seichas-mnenie-ekspertov-69ef21df12346c2fdfdffecf_0_0,02,article_image,6,,68e3c483d3dfea25cc0cb363,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_68e3beeb4b9a6709c589f56b_68e3c483d3dfea25cc0cb363/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_68e3beeb4b9a6709c589f56b_68e3c483d3dfea25cc0cb363/orig,PROMOPAGES-10060/articles/04-level-pokupat-kvartiru-seichas/02.png,PNG,1600,900,PNG,1600,900,2279049,03b2463b4e06e1bb7ea5a5c0b5b4ccb127907c79070c293fba2fa65aef3c41cf,ok,,,,,,,,,
04,Level Group — Стоит ли покупать квартиру сейчас,https://level-group.promo.page/media/stoit-li-pokupat-kvartiru-seichas-mnenie-ekspertov-69ef21df12346c2fdfdffecf_0_0,03,article_image,14,,68e3c483d3dfea25cc0cb364,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_68e3beeb4b9a6709c589f56b_68e3c483d3dfea25cc0cb364/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_68e3beeb4b9a6709c589f56b_68e3c483d3dfea25cc0cb364/orig,PROMOPAGES-10060/articles/04-level-pokupat-kvartiru-seichas/03.png,PNG,1600,900,PNG,1600,900,3381891,7f493165ff21fa083eace3b481b449aed09418bfcc10d8c5144663065e44eabc,ok,,,,,,,,,
04,Level Group — Стоит ли покупать квартиру сейчас,https://level-group.promo.page/media/stoit-li-pokupat-kvartiru-seichas-mnenie-ekspertov-69ef21df12346c2fdfdffecf_0_0,04,article_image,25,,68e3c48362490f252844dcfd,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_68e3beeb4b9a6709c589f56b_68e3c48362490f252844dcfd/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_68e3beeb4b9a6709c589f56b_68e3c48362490f252844dcfd/orig,PROMOPAGES-10060/articles/04-level-pokupat-kvartiru-seichas/04.png,PNG,1385,615,PNG,1385,615,535909,dca4ed577e007680bbc8740dea96556b4f3674d88f53621d0ae974160f431ddb,ok,,,,,,,,,
04,Level Group — Стоит ли покупать квартиру сейчас,https://level-group.promo.page/media/stoit-li-pokupat-kvartiru-seichas-mnenie-ekspertov-69ef21df12346c2fdfdffecf_0_0,05,article_image,28,,68e3c484a27d223d14941370,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_68e3beeb4b9a6709c589f56b_68e3c484a27d223d14941370/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_68e3beeb4b9a6709c589f56b_68e3c484a27d223d14941370/orig,PROMOPAGES-10060/articles/04-level-pokupat-kvartiru-seichas/05.png,PNG,1600,1066,PNG,1600,1066,4594315,7143a61000917545d3363bf593b8233d1920a399614149fae09d22d03de0c1e0,ok,,,,,,,,,
04,Level Group — Стоит ли покупать квартиру сейчас,https://level-group.promo.page/media/stoit-li-pokupat-kvartiru-seichas-mnenie-ekspertov-69ef21df12346c2fdfdffecf_0_0,06,article_image,34,,68e3c48462490f252844dd03,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_68e3beeb4b9a6709c589f56b_68e3c48462490f252844dd03/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_68e3beeb4b9a6709c589f56b_68e3c48462490f252844dd03/orig,PROMOPAGES-10060/articles/04-level-pokupat-kvartiru-seichas/06.png,PNG,1600,900,PNG,1600,900,2494283,780c0ca835b68e1d72fa11d4631f280fcbdb977093433f89c778c9b87c5480f6,ok,,,,,,,,,
04,Level Group — Стоит ли покупать квартиру сейчас,https://level-group.promo.page/media/stoit-li-pokupat-kvartiru-seichas-mnenie-ekspertov-69ef21df12346c2fdfdffecf_0_0,07,gallery_image,41,0,68e3c48462490f252844dd04,https://avatars.mds.yandex.net/get-promoarticles/5521748/pub_68e3beeb4b9a6709c589f56b_68e3c48462490f252844dd04/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5521748/pub_68e3beeb4b9a6709c589f56b_68e3c48462490f252844dd04/orig,PROMOPAGES-10060/articles/04-level-pokupat-kvartiru-seichas/07.png,PNG,1600,1067,PNG,1600,1067,3231766,d0f6a824e0496409e6a082f30dad7c2982bedefd8bc7bca72264610f2130e40a,ok,,,,,,,,,
04,Level Group — Стоит ли покупать квартиру сейчас,https://level-group.promo.page/media/stoit-li-pokupat-kvartiru-seichas-mnenie-ekspertov-69ef21df12346c2fdfdffecf_0_0,08,gallery_image,41,1,68e3c488a27d223d149413a3,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_68e3beeb4b9a6709c589f56b_68e3c488a27d223d149413a3/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_68e3beeb4b9a6709c589f56b_68e3c488a27d223d149413a3/orig,PROMOPAGES-10060/articles/04-level-pokupat-kvartiru-seichas/08.png,PNG,1600,1067,PNG,1600,1067,3268306,0b3394990523d0ea84aae7d019c37db9ebf8762b91d9c648df04f1a83530656b,ok,,,,,,,,,
05,Момат Рино — Причины длительной заложенности носа,https://momatrino.promo.page/promo-page/4-vozmojnyh-prichiny-dlitelnoi-zalojennosti-nosa-6a22ea4881cbac61b68c8b7a_0_0,01,cover,,,694a6c05f141406a65b26991,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_694a6039f141406a65b10339_694a6c05f141406a65b26991/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_694a6039f141406a65b10339_694a6c05f141406a65b26991/orig,PROMOPAGES-10060/articles/05-momatrino-zalozhennost-nosa/01.jpeg,JPEG,1024,1024,JPEG,1024,1024,235695,ec1256b2b16251cca2e9a3e951ae20250eb4697f2ef9d8dc6dd1395133be4013,ok,,,,,,,,,
05,Момат Рино — Причины длительной заложенности носа,https://momatrino.promo.page/promo-page/4-vozmojnyh-prichiny-dlitelnoi-zalojennosti-nosa-6a22ea4881cbac61b68c8b7a_0_0,02,article_image,13,,694a6c05f141406a65b26991,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_694a6039f141406a65b10339_694a6c05f141406a65b26991/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_694a6039f141406a65b10339_694a6c05f141406a65b26991/orig,PROMOPAGES-10060/articles/05-momatrino-zalozhennost-nosa/02.jpeg,JPEG,1024,1024,JPEG,1024,1024,235695,ec1256b2b16251cca2e9a3e951ae20250eb4697f2ef9d8dc6dd1395133be4013,ok,,05/01,,,,,,,
05,Момат Рино — Причины длительной заложенности носа,https://momatrino.promo.page/promo-page/4-vozmojnyh-prichiny-dlitelnoi-zalojennosti-nosa-6a22ea4881cbac61b68c8b7a_0_0,03,article_image,21,,694a6c1d6745fd1ab1192bad,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_694a6039f141406a65b10339_694a6c1d6745fd1ab1192bad/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_694a6039f141406a65b10339_694a6c1d6745fd1ab1192bad/orig,PROMOPAGES-10060/articles/05-momatrino-zalozhennost-nosa/03.png,PNG,1536,1024,PNG,1536,1024,2461196,8904b9174232a2d629b715ae27a9a3dc75e2248c2a99d68ea2ac0f6b7037e2ac,ok,,,,,,,,,
05,Момат Рино — Причины длительной заложенности носа,https://momatrino.promo.page/promo-page/4-vozmojnyh-prichiny-dlitelnoi-zalojennosti-nosa-6a22ea4881cbac61b68c8b7a_0_0,04,article_image,29,,694a6c416745fd1ab1193003,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_694a6039f141406a65b10339_694a6c416745fd1ab1193003/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_694a6039f141406a65b10339_694a6c416745fd1ab1193003/orig,PROMOPAGES-10060/articles/05-momatrino-zalozhennost-nosa/04.png,PNG,1024,1024,PNG,1024,1024,1371930,9fb38f97af30b51107d6fbdf842148f07fc7021ea6500d7234acc22b59157d65,ok,,,,,,,,,
05,Момат Рино — Причины длительной заложенности носа,https://momatrino.promo.page/promo-page/4-vozmojnyh-prichiny-dlitelnoi-zalojennosti-nosa-6a22ea4881cbac61b68c8b7a_0_0,05,gallery_image,34,0,694a6c78845ed16240d564fd,https://avatars.mds.yandex.net/get-promoarticles/5400274/pub_694a6039f141406a65b10339_694a6c78845ed16240d564fd/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5400274/pub_694a6039f141406a65b10339_694a6c78845ed16240d564fd/orig,PROMOPAGES-10060/articles/05-momatrino-zalozhennost-nosa/05.png,PNG,442,525,PNG,442,525,213890,39cb8399f80a54de49037e4a4276bb55d4a0a53fcb0d786236a22f9894edf0c1,ok,,,,,,,,,
05,Момат Рино — Причины длительной заложенности носа,https://momatrino.promo.page/promo-page/4-vozmojnyh-prichiny-dlitelnoi-zalojennosti-nosa-6a22ea4881cbac61b68c8b7a_0_0,06,gallery_image,34,1,694a6c77f141406a65b276d9,https://avatars.mds.yandex.net/get-promoarticles/5400274/pub_694a6039f141406a65b10339_694a6c77f141406a65b276d9/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5400274/pub_694a6039f141406a65b10339_694a6c77f141406a65b276d9/orig,PROMOPAGES-10060/articles/05-momatrino-zalozhennost-nosa/06.png,PNG,747,479,PNG,747,479,85387,5a97bd7a93946cb30ab1cd934fb274d1f8a0c9e0977da62d9daf6ee7aef76451,ok,,,,,,,,,
05,Момат Рино — Причины длительной заложенности носа,https://momatrino.promo.page/promo-page/4-vozmojnyh-prichiny-dlitelnoi-zalojennosti-nosa-6a22ea4881cbac61b68c8b7a_0_0,07,gallery_image,34,2,694a6c787caeb9040413cb22,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_694a6039f141406a65b10339_694a6c787caeb9040413cb22/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_694a6039f141406a65b10339_694a6c787caeb9040413cb22/orig,PROMOPAGES-10060/articles/05-momatrino-zalozhennost-nosa/07.jpeg,JPEG,863,680,JPEG,863,680,154031,527c28a3905925e37cf4b42fa22cea899be2c6a9180320f1c36dfba7f0d53484,ok,,,,,,,,,
06,Момат Рино — Привыкание к средствам от насморка,https://momatrino.promo.page/promo-page/chto-stoit-znat-o-privykanii-k-sredstvam-ot-nasmorka-6a0efe272def417608f1a976_0_0,01,cover,,,694a69776745fd1ab118de79,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_693bc9e8d469ca47a341cedd_694a69776745fd1ab118de79/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_693bc9e8d469ca47a341cedd_694a69776745fd1ab118de79/orig,PROMOPAGES-10060/articles/06-momatrino-privykanie-k-sredstvam/01.jpeg,JPEG,1920,1280,JPEG,1920,1280,135666,d9bdfbff3fada4c018ca05c901db98fb7817f1119092642339317910a5660e15,ok,,,,,,,,,
06,Момат Рино — Привыкание к средствам от насморка,https://momatrino.promo.page/promo-page/chto-stoit-znat-o-privykanii-k-sredstvam-ot-nasmorka-6a0efe272def417608f1a976_0_0,02,article_image,7,,694a68baf141406a65b2044b,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_693bc9e8d469ca47a341cedd_694a68baf141406a65b2044b/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_693bc9e8d469ca47a341cedd_694a68baf141406a65b2044b/orig,PROMOPAGES-10060/articles/06-momatrino-privykanie-k-sredstvam/02.png,PNG,1344,768,PNG,1344,768,1527458,74d0e197501b948d46b8178fe105e3e57edef2683b0c8e5777e560ff721073f9,ok,,,,,,,,,
06,Момат Рино — Привыкание к средствам от насморка,https://momatrino.promo.page/promo-page/chto-stoit-znat-o-privykanii-k-sredstvam-ot-nasmorka-6a0efe272def417608f1a976_0_0,03,article_image,15,,694a68de6745fd1ab118ccad,https://avatars.mds.yandex.net/get-promoarticles/4956602/pub_693bc9e8d469ca47a341cedd_694a68de6745fd1ab118ccad/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/4956602/pub_693bc9e8d469ca47a341cedd_694a68de6745fd1ab118ccad/orig,PROMOPAGES-10060/articles/06-momatrino-privykanie-k-sredstvam/03.png,PNG,1344,768,PNG,1344,768,1369150,77429c1c0f1e1280692df2d6d82e02b28c38a731246e19ac1c0c9e2f8b944435,ok,,,,,,,,,
06,Момат Рино — Привыкание к средствам от насморка,https://momatrino.promo.page/promo-page/chto-stoit-znat-o-privykanii-k-sredstvam-ot-nasmorka-6a0efe272def417608f1a976_0_0,04,gallery_image,20,0,694a6911845ed16240d4fe62,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_693bc9e8d469ca47a341cedd_694a6911845ed16240d4fe62/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_693bc9e8d469ca47a341cedd_694a6911845ed16240d4fe62/orig,PROMOPAGES-10060/articles/06-momatrino-privykanie-k-sredstvam/04.png,PNG,1280,853,PNG,1280,853,527684,d8b816023c652768859bf6b88961a09078d8c819ca5c2dcceed48f6dd66baf13,ok,,,,,,,,,
06,Момат Рино — Привыкание к средствам от насморка,https://momatrino.promo.page/promo-page/chto-stoit-znat-o-privykanii-k-sredstvam-ot-nasmorka-6a0efe272def417608f1a976_0_0,05,gallery_image,20,1,694a6911f141406a65b20ecd,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_693bc9e8d469ca47a341cedd_694a6911f141406a65b20ecd/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_693bc9e8d469ca47a341cedd_694a6911f141406a65b20ecd/orig,PROMOPAGES-10060/articles/06-momatrino-privykanie-k-sredstvam/05.png,PNG,747,479,PNG,747,479,85387,5a97bd7a93946cb30ab1cd934fb274d1f8a0c9e0977da62d9daf6ee7aef76451,ok,,,,,,,,,
06,Момат Рино — Привыкание к средствам от насморка,https://momatrino.promo.page/promo-page/chto-stoit-znat-o-privykanii-k-sredstvam-ot-nasmorka-6a0efe272def417608f1a976_0_0,06,gallery_image,20,2,694a69110124957a763dd8e1,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_693bc9e8d469ca47a341cedd_694a69110124957a763dd8e1/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_693bc9e8d469ca47a341cedd_694a69110124957a763dd8e1/orig,PROMOPAGES-10060/articles/06-momatrino-privykanie-k-sredstvam/06.png,PNG,928,886,PNG,928,886,209700,100c76b63d143bedabd0d615b42c034e6d63b47a9af37b345dbf6c462e4cad34,ok,,,,,,,,,
07,Фемибион — Готовитесь к беременности?,https://femibion.promo.page/media/gotovites-k-beremennosti-uznaite-chto-nujno-uchest-69ccbb1d79b9a0623bf6adf1_0_0,01,cover,,,685a4664453107264122a9a8,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_685a45c483113703283d5b0e_685a4664453107264122a9a8/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_685a45c483113703283d5b0e_685a4664453107264122a9a8/orig,PROMOPAGES-10060/articles/07-femibion-gotovites-k-beremennosti/01.jpeg,JPEG,1920,1280,JPEG,1920,1280,170697,2418e372ef5a438094eec8d0a089a344983e9f7e48fe9fe75fa27831dc2e893e,ok,,,,,,,,,
07,Фемибион — Готовитесь к беременности?,https://femibion.promo.page/media/gotovites-k-beremennosti-uznaite-chto-nujno-uchest-69ccbb1d79b9a0623bf6adf1_0_0,02,article_image,5,,685a46fe0cd7b33158b88cbc,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_685a45c483113703283d5b0e_685a46fe0cd7b33158b88cbc/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_685a45c483113703283d5b0e_685a46fe0cd7b33158b88cbc/orig,PROMOPAGES-10060/articles/07-femibion-gotovites-k-beremennosti/02.jpeg,JPEG,1920,1280,JPEG,1920,1280,321743,206f6c0151c2f1559c72fb5538c6f29c0f9fb82fdf94ae10fffe21deab7c0100,ok,,,,,,,,,
07,Фемибион — Готовитесь к беременности?,https://femibion.promo.page/media/gotovites-k-beremennosti-uznaite-chto-nujno-uchest-69ccbb1d79b9a0623bf6adf1_0_0,03,article_image,10,,685a4740453107264122b27b,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_685a45c483113703283d5b0e_685a4740453107264122b27b/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_685a45c483113703283d5b0e_685a4740453107264122b27b/orig,PROMOPAGES-10060/articles/07-femibion-gotovites-k-beremennosti/03.jpeg,JPEG,1920,1080,JPEG,1920,1080,164192,2fb53d52473b30ff4adb33058c89bb0294a33ce32c4892d661d3c3947b3e14b1,ok,,,,,,,,,
