article_number,article_label,article_url,image_number,image_role,block_index,gallery_index,image_id,page_variant_url,orig_url,file_path,orig_format,orig_width,orig_height,actual_format,actual_width,actual_height,byte_size,sha256,download_status,exception_note,duplicate_of,primary_class,graphic_kind,graphic_kinds,scene_tags,scene_description,motion_cues,risk_notes
19,Pixel24 — Стоп-кадр и другие классные фишки экшн-камер в Pixel24,https://pixel24.promo.page/promo/stopkadr-i-drugie-klassnye-fishki-ekshnkamer-v-pixel24-6a16e5c7621e7f7d1833e285_0_0,11,gallery_image,19,1,6a16e5eb6c2df363cc43a53f,https://avatars.mds.yandex.net/get-promoarticles/4956602/pub_6a16e5c7621e7f7d1833e285_6a16e5eb6c2df363cc43a53f/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/4956602/pub_6a16e5c7621e7f7d1833e285_6a16e5eb6c2df363cc43a53f/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/19-pixel24-ekshn-kamery/11.jpeg,JPEG,850,640,JPEG,850,640,123006,93290b9b4f399cf931688d23ddda791358da8c406bce6decc6f86ba5d22e62a5,ok,,,,,,,,,
19,Pixel24 — Стоп-кадр и другие классные фишки экшн-камер в Pixel24,https://pixel24.promo.page/promo/stopkadr-i-drugie-klassnye-fishki-ekshnkamer-v-pixel24-6a16e5c7621e7f7d1833e285_0_0,12,gallery_image,19,2,6a16e5ece629076b1df5165f,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_6a16e5c7621e7f7d1833e285_6a16e5ece629076b1df5165f/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_6a16e5c7621e7f7d1833e285_6a16e5ece629076b1df5165f/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/19-pixel24-ekshn-kamery/12.jpeg,JPEG,850,456,JPEG,850,456,89177,451d63a1313c8ca8c25d1e7c2e7d0919b763c48eda7cb628f50bcaabc3961de9,ok,,,,,,,,,
19,Pixel24 — Стоп-кадр и другие классные фишки экшн-камер в Pixel24,https://pixel24.promo.page/promo/stopkadr-i-drugie-klassnye-fishki-ekshnkamer-v-pixel24-6a16e5c7621e7f7d1833e285_0_0,13,article_image,27,,6a16e5ec621e7f7d1833e827,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_6a16e5c7621e7f7d1833e285_6a16e5ec621e7f7d1833e827/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_6a16e5c7621e7f7d1833e285_6a16e5ec621e7f7d1833e827/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/19-pixel24-ekshn-kamery/13.jpeg,JPEG,850,567,JPEG,850,567,183681,c2917d30a654b79dd694fcbc58a5180562eacd67b828fa48d35c5498a6bd74fe,ok,,,,,,,,,
20,Pixel24 — 5 ошибок фотографов-самоучек. Как их избежать?,https://pixel24.promo.page/promo/5-oshibok-fotografovsamouchek-kak-ih-izbejat-69d64d3dc2758d0c71d2d960_0_0,01,cover,,,69d64d58b4df0f5197831fcc,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_69d64d3dc2758d0c71d2d960_69d64d58b4df0f5197831fcc/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_69d64d3dc2758d0c71d2d960_69d64d58b4df0f5197831fcc/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/20-pixel24-oshibki-fotografov/01.jpeg,JPEG,1000,665,JPEG,1000,665,183637,523fb6a8b772ad3d028178fe8a8e4c7973eb59733f174d03bfabb46d2cdd0fc1,ok,,,,,,,,,
20,Pixel24 — 5 ошибок фотографов-самоучек. Как их избежать?,https://pixel24.promo.page/promo/5-oshibok-fotografovsamouchek-kak-ih-izbejat-69d64d3dc2758d0c71d2d960_0_0,02,article_image,2,,69d64d58b4df0f5197831fcc,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_69d64d3dc2758d0c71d2d960_69d64d58b4df0f5197831fcc/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_69d64d3dc2758d0c71d2d960_69d64d58b4df0f5197831fcc/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/20-pixel24-oshibki-fotografov/02.jpeg,JPEG,1000,665,JPEG,1000,665,183637,523fb6a8b772ad3d028178fe8a8e4c7973eb59733f174d03bfabb46d2cdd0fc1,ok,,20/01,,,,,,,
20,Pixel24 — 5 ошибок фотографов-самоучек. Как их избежать?,https://pixel24.promo.page/promo/5-oshibok-fotografovsamouchek-kak-ih-izbejat-69d64d3dc2758d0c71d2d960_0_0,03,article_image,12,,69d64d581f3cc12a08334eee,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_69d64d3dc2758d0c71d2d960_69d64d581f3cc12a08334eee/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_69d64d3dc2758d0c71d2d960_69d64d581f3cc12a08334eee/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/20-pixel24-oshibki-fotografov/03.jpeg,JPEG,1000,667,JPEG,1000,667,135063,60373c9aa189ca07c095ec1e75db58fbc541a24c4b5d3bbdf47c0a23859740f4,ok,,,,,,,,,
20,Pixel24 — 5 ошибок фотографов-самоучек. Как их избежать?,https://pixel24.promo.page/promo/5-oshibok-fotografovsamouchek-kak-ih-izbejat-69d64d3dc2758d0c71d2d960_0_0,04,article_image,19,,69d64d581f3cc12a08334eef,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_69d64d3dc2758d0c71d2d960_69d64d581f3cc12a08334eef/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_69d64d3dc2758d0c71d2d960_69d64d581f3cc12a08334eef/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/20-pixel24-oshibki-fotografov/04.jpeg,JPEG,1000,726,JPEG,1000,726,167107,19ff03555166462d5d05eadeaf31446d46463d64d59fcfadcfa0ce2ab498fd3a,ok,,,,,,,,,
20,Pixel24 — 5 ошибок фотографов-самоучек. Как их избежать?,https://pixel24.promo.page/promo/5-oshibok-fotografovsamouchek-kak-ih-izbejat-69d64d3dc2758d0c71d2d960_0_0,05,article_image,28,,69d64d58c2758d0c71d2dd3c,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_69d64d3dc2758d0c71d2d960_69d64d58c2758d0c71d2dd3c/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5096941/pub_69d64d3dc2758d0c71d2d960_69d64d58c2758d0c71d2dd3c/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/20-pixel24-oshibki-fotografov/05.jpeg,JPEG,1000,665,JPEG,1000,665,159319,3cc357233c4c4befe70b1fb92a82eec852dab26b28033e72edf998e80a3d024e,ok,,,,,,,,,
20,Pixel24 — 5 ошибок фотографов-самоучек. Как их избежать?,https://pixel24.promo.page/promo/5-oshibok-fotografovsamouchek-kak-ih-izbejat-69d64d3dc2758d0c71d2d960_0_0,06,article_image,37,,69d64d581f3cc12a08334ef0,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_69d64d3dc2758d0c71d2d960_69d64d581f3cc12a08334ef0/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_69d64d3dc2758d0c71d2d960_69d64d581f3cc12a08334ef0/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/20-pixel24-oshibki-fotografov/06.jpeg,JPEG,1000,665,JPEG,1000,665,109672,be6c90c37eb78d1dc12ab018b6508c9156758f57fe689cb8ed12ab815d86e90f,ok,,,,,,,,,
20,Pixel24 — 5 ошибок фотографов-самоучек. Как их избежать?,https://pixel24.promo.page/promo/5-oshibok-fotografovsamouchek-kak-ih-izbejat-69d64d3dc2758d0c71d2d960_0_0,07,article_image,43,,69d64d58c2758d0c71d2dd3d,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_69d64d3dc2758d0c71d2d960_69d64d58c2758d0c71d2dd3d/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_69d64d3dc2758d0c71d2d960_69d64d58c2758d0c71d2dd3d/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/20-pixel24-oshibki-fotografov/07.png,PNG,952,645,PNG,952,645,793613,4b09da5892f363da77883637fafeef8f398856bf7d1f3ce3fd4b23360f6708b3,ok,,,,,,,,,
21,Курорт Архыз — Курорт Архыз: лучшие места для семейного отдыха в 2026,https://resort-arkhyz.promo.page/media/kurort-arhyz-luchshie-mesta-dlia-semeinogo-otdyha-v-2026-69ef07630b7ce5350e5d405d_0_0,01,cover,,,69ef0847fd6312232e9783ef,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_69ef07630b7ce5350e5d405d_69ef0847fd6312232e9783ef/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_69ef07630b7ce5350e5d405d_69ef0847fd6312232e9783ef/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/21-arkhyz-semeinyi-otdykh/01.jpeg,JPEG,2554,1806,JPEG,2554,1806,877559,0dfc3719bb37b9330e191f1d2e62d143d784151dcf9a95b28048395af1946f1d,ok,,,,,,,,,
21,Курорт Архыз — Курорт Архыз: лучшие места для семейного отдыха в 2026,https://resort-arkhyz.promo.page/media/kurort-arhyz-luchshie-mesta-dlia-semeinogo-otdyha-v-2026-69ef07630b7ce5350e5d405d_0_0,02,article_image,1,,69ef0847fd6312232e9783ef,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_69ef07630b7ce5350e5d405d_69ef0847fd6312232e9783ef/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_69ef07630b7ce5350e5d405d_69ef0847fd6312232e9783ef/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/21-arkhyz-semeinyi-otdykh/02.jpeg,JPEG,2554,1806,JPEG,2554,1806,877559,0dfc3719bb37b9330e191f1d2e62d143d784151dcf9a95b28048395af1946f1d,ok,,21/01,,,,,,,
21,Курорт Архыз — Курорт Архыз: лучшие места для семейного отдыха в 2026,https://resort-arkhyz.promo.page/media/kurort-arhyz-luchshie-mesta-dlia-semeinogo-otdyha-v-2026-69ef07630b7ce5350e5d405d_0_0,03,gallery_image,8,0,69ef0885fd6312232e978996,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_69ef07630b7ce5350e5d405d_69ef0885fd6312232e978996/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_69ef07630b7ce5350e5d405d_69ef0885fd6312232e978996/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/21-arkhyz-semeinyi-otdykh/03.jpeg,JPEG,2554,1806,JPEG,2554,1806,1001768,6fa01cd4a33e81984ed1bd0ab75d51dbf43926397949a7990d1bde0fe2019287,ok,,,,,,,,,
21,Курорт Архыз — Курорт Архыз: лучшие места для семейного отдыха в 2026,https://resort-arkhyz.promo.page/media/kurort-arhyz-luchshie-mesta-dlia-semeinogo-otdyha-v-2026-69ef07630b7ce5350e5d405d_0_0,04,gallery_image,8,1,69ef08c0f63b337143c06470,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_69ef07630b7ce5350e5d405d_69ef08c0f63b337143c06470/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_69ef07630b7ce5350e5d405d_69ef08c0f63b337143c06470/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/21-arkhyz-semeinyi-otdykh/04.jpeg,JPEG,2554,1806,JPEG,2554,1806,886256,4d078c579bc69ea95766074d92d41e0316552b0263649ef8c6860a0dbf21f4e6,ok,,,,,,,,,
21,Курорт Архыз — Курорт Архыз: лучшие места для семейного отдыха в 2026,https://resort-arkhyz.promo.page/media/kurort-arhyz-luchshie-mesta-dlia-semeinogo-otdyha-v-2026-69ef07630b7ce5350e5d405d_0_0,05,gallery_image,8,2,69ef08dcfd6312232e97918f,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_69ef07630b7ce5350e5d405d_69ef08dcfd6312232e97918f/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_69ef07630b7ce5350e5d405d_69ef08dcfd6312232e97918f/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/21-arkhyz-semeinyi-otdykh/05.jpeg,JPEG,2554,1806,JPEG,2554,1806,1117421,daf5ee36288cde4a2a3e18a9928bb4004718b4bae7d2cb15fa2237638f1d476a,ok,,,,,,,,,
21,Курорт Архыз — Курорт Архыз: лучшие места для семейного отдыха в 2026,https://resort-arkhyz.promo.page/media/kurort-arhyz-luchshie-mesta-dlia-semeinogo-otdyha-v-2026-69ef07630b7ce5350e5d405d_0_0,06,article_image,21,,69ef099a3ba10e0ae4c20819,https://avatars.mds.yandex.net/get-promoarticles/5400274/pub_69ef07630b7ce5350e5d405d_69ef099a3ba10e0ae4c20819/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5400274/pub_69ef07630b7ce5350e5d405d_69ef099a3ba10e0ae4c20819/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/21-arkhyz-semeinyi-otdykh/06.jpeg,JPEG,2554,1806,JPEG,2554,1806,998376,7a1ab1f4882c99f2ed14c00a65e003bbe3f3882c5ae3e99039f788aaa44ddd04,ok,,,,,,,,,
21,Курорт Архыз — Курорт Архыз: лучшие места для семейного отдыха в 2026,https://resort-arkhyz.promo.page/media/kurort-arhyz-luchshie-mesta-dlia-semeinogo-otdyha-v-2026-69ef07630b7ce5350e5d405d_0_0,07,article_image,25,,69ef09e8ca75b55ea88eeea7,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_69ef07630b7ce5350e5d405d_69ef09e8ca75b55ea88eeea7/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5126709/pub_69ef07630b7ce5350e5d405d_69ef09e8ca75b55ea88eeea7/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/21-arkhyz-semeinyi-otdykh/07.jpeg,JPEG,2554,1806,JPEG,2554,1806,946440,7387ae19bd6ba9f40713e7dfe053802086264451f8ffdcfdd49b0d7c67f0c212,ok,,,,,,,,,
21,Курорт Архыз — Курорт Архыз: лучшие места для семейного отдыха в 2026,https://resort-arkhyz.promo.page/media/kurort-arhyz-luchshie-mesta-dlia-semeinogo-otdyha-v-2026-69ef07630b7ce5350e5d405d_0_0,08,article_image,27,,69ef0a1af63b337143c08b94,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_69ef07630b7ce5350e5d405d_69ef0a1af63b337143c08b94/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_69ef07630b7ce5350e5d405d_69ef0a1af63b337143c08b94/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/21-arkhyz-semeinyi-otdykh/08.jpeg,JPEG,2554,1806,JPEG,2554,1806,1618897,12a0ca460f71b92a6a86bf94d0f16ece83e3e13890f6c79c6fcfe6a1db10a073,ok,,,,,,,,,
21,Курорт Архыз — Курорт Архыз: лучшие места для семейного отдыха в 2026,https://resort-arkhyz.promo.page/media/kurort-arhyz-luchshie-mesta-dlia-semeinogo-otdyha-v-2026-69ef07630b7ce5350e5d405d_0_0,09,article_image,29,,69ef0a51f63b337143c09101,https://avatars.mds.yandex.net/get-promoarticles/5400274/pub_69ef07630b7ce5350e5d405d_69ef0a51f63b337143c09101/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/5400274/pub_69ef07630b7ce5350e5d405d_69ef0a51f63b337143c09101/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/21-arkhyz-semeinyi-otdykh/09.jpeg,JPEG,2554,1806,JPEG,2554,1806,739762,83c7bc42817363daaa4a7e27f1cc27f5e69ad43fc119765a68d4b4162f7eb6d3,ok,,,,,,,,,
21,Курорт Архыз — Курорт Архыз: лучшие места для семейного отдыха в 2026,https://resort-arkhyz.promo.page/media/kurort-arhyz-luchshie-mesta-dlia-semeinogo-otdyha-v-2026-69ef07630b7ce5350e5d405d_0_0,10,article_image,34,,69ef0a973ba10e0ae4c2262d,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_69ef07630b7ce5350e5d405d_69ef0a973ba10e0ae4c2262d/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6429949/pub_69ef07630b7ce5350e5d405d_69ef0a973ba10e0ae4c2262d/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/21-arkhyz-semeinyi-otdykh/10.jpeg,JPEG,2554,1806,JPEG,2554,1806,967273,2eaf021b1681a4eba899cc647513838dc774226600359d143793acca6d08d022,ok,,,,,,,,,
21,Курорт Архыз — Курорт Архыз: лучшие места для семейного отдыха в 2026,https://resort-arkhyz.promo.page/media/kurort-arhyz-luchshie-mesta-dlia-semeinogo-otdyha-v-2026-69ef07630b7ce5350e5d405d_0_0,11,article_image,36,,69ef0ad00b7ce5350e5d9b72,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_69ef07630b7ce5350e5d405d_69ef0ad00b7ce5350e5d9b72/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/6165752/pub_69ef07630b7ce5350e5d405d_69ef0ad00b7ce5350e5d9b72/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/21-arkhyz-semeinyi-otdykh/11.jpeg,JPEG,2554,1806,JPEG,2554,1806,1130077,afd7dd5a7405472e1beb11a284318aa1a083e52b2c0cde49f98f6f28389193a0,ok,,,,,,,,,
21,Курорт Архыз — Курорт Архыз: лучшие места для семейного отдыха в 2026,https://resort-arkhyz.promo.page/media/kurort-arhyz-luchshie-mesta-dlia-semeinogo-otdyha-v-2026-69ef07630b7ce5350e5d405d_0_0,12,article_image,38,,69ef0b2e3ba10e0ae4c23886,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_69ef07630b7ce5350e5d405d_69ef0b2e3ba10e0ae4c23886/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/7545082/pub_69ef07630b7ce5350e5d405d_69ef0b2e3ba10e0ae4c23886/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/21-arkhyz-semeinyi-otdykh/12.jpeg,JPEG,2554,1806,JPEG,2554,1806,1048452,b3afbbe846823a1a76c960035a74c6349ffa1da8e03647398b3371f5bd98e676,ok,,,,,,,,,
21,Курорт Архыз — Курорт Архыз: лучшие места для семейного отдыха в 2026,https://resort-arkhyz.promo.page/media/kurort-arhyz-luchshie-mesta-dlia-semeinogo-otdyha-v-2026-69ef07630b7ce5350e5d405d_0_0,13,article_image,40,,69ef0b4dca75b55ea88f175f,https://avatars.mds.yandex.net/get-promoarticles/4956602/pub_69ef07630b7ce5350e5d405d_69ef0b4dca75b55ea88f175f/scale_1200,https://avatars.mds.yandex.net/get-promoarticles/4956602/pub_69ef07630b7ce5350e5d405d_69ef0b4dca75b55ea88f175f/orig,PROMOPAGES-10060-campaigns-20260807-v1/articles/21-arkhyz-semeinyi-otdykh/13.jpeg,JPEG,2554,1806,JPEG,2554,1806,496618,38c4ce91b1910b9b82bbdebbf749e8fe91b123ce8102c390a71bd6e80cde3296,ok,,,,,,,,,
